movie_name,genres,percentage_ROI_gross_budget,gross,budget,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
life of pi,"adventure,drama,fantasy",100,124987022,120000000,7.6,272279.0,David Magee,writer,2012-11-21 00:00:00,2012,127.0,20th Cent…,"2,946"
rise of the guardians,"action,adventure,animation",0,103412758,145000000,7.3,74489.0,William Joyce,"producer,writer,art_department",2012-11-21 00:00:00,2012,97.0,Paramount…,"3,672"
red dawn,"action,sci-fi,thriller",0,44806783,65000000,5.4,35224.0,Carl Ellsworth,"writer,miscellaneous,actor",2012-11-21 00:00:00,2012,93.0,Open Road,"2,781"
killing them softly,"crime,thriller",0,14945541,15000000,6.1,62595.0,Andrew Dominik,"director,writer,camera_department",2012-11-30 00:00:00,2012,97.0,Weinstein…,"2,424"
deadfall,"crime,drama,thriller",0,66351,6000000,6.1,18424.0,Zach Dean,"writer,producer",2012-12-07 00:00:00,2012,95.0,Magnolia …,17
the hobbit: an unexpected journey,"adventure,family,fantasy",100,303003568,250000000,7.550000000000001,365852.0,Peter Jackson,"producer,director,writer",2012-12-14 00:00:00,2012,169.0,Warner Bros.,"4,100"
zero dark thirty,"drama,thriller",100,95720716,52500000,7.15,126812.0,Mark Boal,"writer,producer,director",2012-12-19 00:00:00,2012,157.0,Sony Pict…,"2,946"
amour,"drama,romance",0,6738954,9700000,7.800000000000001,42853.0,Michael Haneke,"director,writer,actor",2012-12-19 00:00:00,2012,127.0,Sony Pict…,333
the guilt trip,"comedy,drama",0,37134215,40000000,5.6,17052.0,Dan Fogelman,"writer,producer,miscellaneous",2012-12-19 00:00:00,2012,95.0,Paramount…,"2,431"
jack reacher,"action,crime,thriller",100,80070736,60000000,6.7,144351.0,Christopher McQuarrie,"writer,producer,director",2012-12-21 00:00:00,2012,130.0,Paramount…,"3,352"
this is 40,"comedy,romance",100,67544505,35000000,5.95,60079.0,Judd Apatow,"producer,writer,director",2012-12-21 00:00:00,2012,134.0,Universal,"2,931"
cirque du soleil: worlds away,fantasy,0,12512862,25000000,6.8,3862.0,Andrew Adamson,"producer,writer,director",2012-12-21 00:00:00,2012,91.0,Paramount…,840
django unchained,"drama,western",100,162805434,100000000,8.2,613565.0,Quentin Tarantino,"writer,actor,producer",2012-12-25 00:00:00,2012,165.0,Weinstein…,"3,012"
silver linings playbook,"comedy,drama,romance",600,132092958,21000000,7.4,314327.0,David O. Russell,"producer,director,writer",2012-12-25 00:00:00,2012,122.0,Weinstein…,"2,809"
parental guidance,"comedy,family",300,77267296,25000000,5.949999999999999,11993.0,Lisa Addario,"writer,director,producer",2012-12-25 00:00:00,2012,105.0,20th Cent…,"3,368"
promised land,drama,0,7597898,15000000,6.4,17518.0,Matt Damon,"producer,actor,soundtrack",2012-12-28 00:00:00,2012,106.0,Focus Fea…,"1,676"
texas chainsaw 3d,"horror,thriller",100,34341945,20000000,5.05,21282.0,Tobe Hooper,"director,writer,producer",2013-01-04 00:00:00,2013,92.0,Lionsgate,"2,659"
gangster squad,"action,crime,drama",0,46000903,60000000,6.5,99043.0,Will Beall,"miscellaneous,writer,producer",2013-01-11 00:00:00,2013,113.0,Warner Bros.,"3,103"
a haunted house,"comedy,fantasy",1600,40041683,2500000,5.3,20589.0,Marlon Wayans,"actor,writer,producer",2013-01-11 00:00:00,2013,86.0,Open Road,"2,160"
the last stand,"action,thriller",0,12050299,30000000,6.15,64157.0,Andrew Knauer,"writer,director,actor",2013-01-12 00:00:00,2013,107.0,Lionsgate,"2,913"
broken city,"crime,drama,thriller",0,19701164,35000000,6.050000000000001,36259.0,Brian Tucker,"writer,producer",2013-01-18 00:00:00,2013,109.0,20th Cent…,"2,622"
whiplash,"drama,music",300,13092006,3300000,8.2,308505.0,Damien Chazelle,"producer,writer,director",2013-01-18 00:00:00,2014,106.0,Sony Pict…,567
parker,"action,crime,thriller",0,17616641,35000000,6.0,53698.0,John J. McLaughlin,"writer,miscellaneous,producer",2013-01-25 00:00:00,2013,118.0,FilmDistrict,"2,238"
movie 43,comedy,0,8840453,10000000,4.35,47156.0,Ricky Blitt,"writer,producer,actor",2013-01-25 00:00:00,2013,94.0,Relativity,"2,023"
bullet to the head,"action,crime,thriller",0,9489829,55000000,5.550000000000001,22748.0,Alessandro Camon,"producer,writer",2013-02-01 00:00:00,2012,92.0,Warner Bros.,"2,404"
warm bodies,"comedy,horror,romance",200,66380662,30000000,6.6,106409.0,Jonathan Levine,"writer,director,producer",2013-02-01 00:00:00,2013,98.0,Lionsgate,"3,009"
side effects,"crime,drama,mystery",100,32172757,30000000,6.8,85172.0,Scott Z. Burns,"writer,producer,director",2013-02-08 00:00:00,2013,106.0,Open Road,"2,605"
identity thief,"adventure,comedy,crime",300,134506920,35000000,5.75,58927.0,Craig Mazin,"writer,producer,soundtrack",2013-02-09 00:00:00,2013,111.0,Universal,"3,230"
a good day to die hard,"action,thriller",0,67349198,92000000,5.25,96410.0,Roderick Thorp,"writer,actor,miscellaneous",2013-02-14 00:00:00,2013,98.0,20th Cent…,"3,555"
beautiful creatures,"drama,fantasy,romance",0,19452138,50000000,5.95,40795.0,Richard LaGravenese,"writer,producer,director",2013-02-14 00:00:00,2013,124.0,Warner Bros.,"2,950"
escape from planet earth,"adventure,animation,comedy",100,57012977,40000000,5.85,11878.0,Stephen Fry,"actor,writer,producer",2013-02-14 00:00:00,2013,89.0,Weinstein…,"3,353"
safe haven,"drama,romance,thriller",200,71399120,28000000,6.9,49244.0,Nicholas Sparks,"writer,producer",2013-02-14 00:00:00,2013,115.0,Relativity,"3,223"
dark skies,"horror,sci-fi,thriller",400,17418667,3500000,6.199999999999999,33379.0,Scott Stewart,"producer,writer,visual_effects",2013-02-22 00:00:00,2013,97.0,Weinstein…,"2,313"
jack the giant slayer,"adventure,fantasy",0,65187603,195000000,5.949999999999999,63265.0,Christopher McQuarrie,"writer,producer,director",2013-03-01 00:00:00,2013,114.0,Warner Bros.,"3,525"
the last exorcism part ii,"drama,horror,thriller",300,15179303,4000000,4.25,7710.0,Andrew Gurland,"producer,writer,director",2013-03-01 00:00:00,2013,88.0,CBS Films,"2,700"
phantom,"drama,history,thriller",0,1034589,18000000,5.95,6468.0,Todd Robinson,"producer,writer,director",2013-03-01 00:00:00,2013,98.0,UTV Commu…,93
oz the great and powerful,"adventure,family,fantasy",100,234770996,200000000,6.05,98437.0,L. Frank Baum,"writer,producer,miscellaneous",2013-03-08 00:00:00,2013,130.0,Walt Disney,"3,912"
dead man down,"action,crime,drama",0,10895295,30000000,6.25,31052.0,J.H. Wyman,"producer,writer,actor",2013-03-08 00:00:00,2013,118.0,FilmDistrict,"2,188"
cheap thrills,"comedy,crime,drama",0,59424,100000,6.550000000000001,8322.0,Roald Dahl,"writer,actor,soundtrack",2013-03-08 00:00:00,2013,88.0,Drafthous…,18
upside down,drama,0,102118,50000000,6.95,825.0,John Shepphird,"director,writer,editor",2013-03-14 00:00:00,2011,91.62130403630285,Alchemy,39
the call,"crime,drama,horror",400,51872378,12800000,6.7,52779.0,Richard D'Ovidio,"writer,producer,actor",2013-03-14 00:00:00,2013,94.0,Atlas Dis…,195
spring breakers,"comedy,crime,drama",200,14124286,5000000,5.15,64499.0,Harmony Korine,"director,writer,actor",2013-03-15 00:00:00,2012,94.0,A24,"1,379"
the incredible burt wonderstone,"adventure,comedy,fantasy",0,22537881,32000000,5.65,34234.0,John Francis Daley,"actor,writer,director",2013-03-15 00:00:00,2013,100.0,Warner Bros.,"3,160"
the reluctant fundamentalist,"drama,thriller",0,528731,15000000,6.800000000000001,6315.0,Javed Akhtar,"music_department,writer,soundtrack",2013-03-17 00:00:00,2012,130.0,IFC Films,58
the croods,"action,adventure,animation",100,187168425,135000000,7.0,90286.0,John Cleese,"actor,writer,producer",2013-03-22 00:00:00,2013,98.0,20th Cent…,"4,065"
olympus has fallen,"action,thriller",100,98927592,70000000,6.35,119764.0,Creighton Rothenberger,writer,2013-03-22 00:00:00,2013,119.0,FilmDistrict,"3,106"
admission,"comedy,drama,romance",100,18007317,13000000,5.6,16117.0,Karen Croner,"writer,producer,editorial_department",2013-03-22 00:00:00,2013,107.0,Focus Fea…,"2,161"
the place beyond the pines,"crime,drama,thriller",100,21403519,15000000,7.1,114773.0,Derek Cianfrance,"director,writer,cinematographer",2013-03-27 00:00:00,2012,140.0,Focus Fea…,"1,584"
g.i. joe: retaliation,"action,adventure,sci-fi",0,122523060,140000000,5.65,84709.0,Rhett Reese,"writer,producer,miscellaneous",2013-03-29 00:00:00,2013,110.0,Paramount…,"3,734"
the host,"action,adventure,drama",0,26623701,50000000,6.050000000000001,54210.0,Andrew Niccol,"writer,director,producer",2013-03-29 00:00:00,2013,125.0,Open Road,"3,202"
concussion,drama,0,34531832,35000000,5.6,1934.0,Stacie Passon,"director,writer,producer",2013-04-04 00:00:00,2013,96.0,Sony Pict…,"2,841"
evil dead,"fantasy,horror,thriller",300,54239856,17000000,6.45,74531.0,Sam Raimi,"producer,writer,director",2013-04-05 00:00:00,2013,91.0,Sony Pict…,"3,025"
trance,horror,0,2322593,16000000,5.6,712.0,John Fallon,"actor,writer,producer",2013-04-05 00:00:00,2010,83.0,Fox Searc…,443
the brass teapot,"comedy,fantasy,thriller",0,6997,900000,6.2,6993.0,Ramaa Mosley,"producer,director,writer",2013-04-05 00:00:00,2012,101.0,Magnet Pi…,2
42,"biography,drama,sport",300,95020213,31000000,7.25,39365.0,Brian Helgeland,"writer,director,producer",2013-04-12 00:00:00,2013,128.0,Warner Bros.,"3,405"
oblivion,"action,adventure,sci-fi",0,89107235,120000000,6.75,230408.0,Michael Arndt,"writer,miscellaneous,producer",2013-04-18 00:00:00,2013,124.0,Universal,"3,792"
the lords of salem,"horror,thriller",0,1165881,1500000,5.199999999999999,12767.0,Rob Zombie,"soundtrack,director,actor",2013-04-19 00:00:00,2012,101.0,Anchor Ba…,355
home run,"drama,sport",200,2859955,1200000,6.15,1389.0,Brian Brightly,"writer,director,producer",2013-04-19 00:00:00,2013,113.0,Samuel Go…,381
filly brown,"drama,music",200,2850357,1250000,6.1,506.0,Youssef Delara,"visual_effects,editor,director",2013-04-19 00:00:00,2012,80.0,Lionsgate,259
the big wedding,"comedy,drama,romance",0,21819348,32500000,5.699999999999999,22449.0,Jean-Stéphane Bron,"director,writer,producer",2013-04-25 00:00:00,2013,89.0,Lionsgate,"2,633"
pain & gain,"action,comedy,crime",100,49875291,26000000,6.25,95160.0,Christopher Markus,"writer,producer,actor",2013-04-26 00:00:00,2013,129.0,Paramount…,"3,303"
friend request,thriller,0,3759078,9900000,4.75,79.0,Jason Falasco,"cinematographer,editor,camera_department",2013-05-05 00:00:00,2013,91.0,Entertain…,"2,573"
peeples,"comedy,romance",0,9177065,11000000,5.25,2243.0,Tina Gordon,"writer,producer,director",2013-05-09 00:00:00,2013,95.0,Lionsgate,"2,041"
the great gatsby,"drama,romance",0,144840419,190000000,7.35,220142.0,F. Scott Fitzgerald,writer,2013-05-10 00:00:00,2013,143.0,Warner Bros.,"3,550"
mud,drama,200,21590086,10000000,7.2,79189.0,Jeff Nichols,"writer,director,producer",2013-05-10 00:00:00,2012,130.0,Roadside …,960
captive,"drama,horror,sci-fi",100,2583301,2000000,3.9499999999999997,41.0,Stephen Patrick Kenny,"producer,director,writer",2013-05-14 00:00:00,2016,84.0,Paramount…,807
star trek into darkness,"action,adventure,sci-fi",100,228778661,190000000,7.550000000000001,225858.0,Alex Kurtzman,"producer,writer,miscellaneous",2013-05-16 00:00:00,2013,132.0,Paramount…,"3,907"
frances ha,"comedy,drama,romance",100,4067398,3000000,7.4,30325.0,Noah Baumbach,"writer,director,producer",2013-05-17 00:00:00,2012,86.0,IFC Films,233
epic,"adventure,animation,family",100,107518682,100000000,6.550000000000001,48494.0,Tom J. Astle,"writer,producer,miscellaneous",2013-05-24 00:00:00,2013,102.0,20th Cent…,"3,894"
now you see me,"crime,mystery,thriller",100,117723989,75000000,7.35,281513.0,Ed Solomon,"writer,producer,actor",2013-05-31 00:00:00,2013,115.0,Lionsgate,"3,082"
after earth,"action,adventure,drama",0,60522097,130000000,4.949999999999999,92920.0,Will Smith,"music_department,actor,producer",2013-05-31 00:00:00,2013,100.0,Sony Pict…,"3,401"
the purge,"horror,thriller",2100,64473115,3000000,5.95,94173.0,James DeMonaco,"writer,producer,director",2013-06-06 00:00:00,2013,85.0,Universal,"2,591"
the wall,"action,drama,thriller",0,1803064,3000000,6.45,10226.0,Dwain Worrell,"writer,actor,producer",2013-06-07 00:00:00,2017,88.0,Roadside …,540
the internship,comedy,0,44672764,58000000,6.25,91224.0,Vince Vaughn,"producer,actor,writer",2013-06-07 00:00:00,2013,119.0,20th Cent…,"3,399"
this is the end,"comedy,fantasy",300,101470202,32000000,6.4,182172.0,Seth Rogen,"actor,writer,producer",2013-06-12 00:00:00,2013,107.0,Sony Pict…,"3,055"
man of steel,"action,adventure,sci-fi",100,291045518,225000000,6.8,328523.0,David S. Goyer,"writer,producer,director",2013-06-14 00:00:00,2013,143.0,Warner Bros.,"4,207"
before midnight,"drama,romance",200,8110621,3000000,7.65,62073.0,Ethan Hawke,"actor,writer,soundtrack",2013-06-14 00:00:00,2013,109.0,Sony Pict…,897
monsters university,"adventure,animation,comedy",100,268488329,200000000,7.15,149124.0,Robert L. Baird,"writer,producer,miscellaneous",2013-06-21 00:00:00,2013,104.0,Walt Disney,"4,004"
world war z,"action,adventure,horror",100,202359711,190000000,6.85,281441.0,Max Brooks,"writer,actor,miscellaneous",2013-06-21 00:00:00,2013,116.0,Paramount…,"3,607"
emily,drama,0,3547,27000,6.9,7.0,Kelly McCrillis,"assistant_director,actor,writer",2013-06-21 00:00:00,2017,83.0,Bleecker …,579
the heat,"action,comedy,crime",300,159581587,43000000,6.6,77971.0,Katie Dippold,"writer,producer,miscellaneous",2013-06-28 00:00:00,2013,117.0,20th Cent…,"3,184"
white house down,"action,drama,thriller",0,73103784,150000000,6.4,97304.0,James Vanderbilt,"writer,producer,director",2013-06-28 00:00:00,2013,131.0,Sony Pict…,"3,222"
adrift,"action,adventure,biography",0,31445011,35000000,6.8,17058.0,Susea McGearhart,writer,2013-07-01 00:00:00,2018,96.0,STX Enter…,"3,015"
despicable me 2,"adventure,animation,comedy",400,368065385,76000000,7.15,175774.0,Ken Daurio,"writer,director,producer",2013-07-03 00:00:00,2013,98.0,Universal,"4,003"
the lone ranger,"action,adventure,western",0,89302115,275000000,6.2,106308.0,Ted Elliott,"writer,producer,miscellaneous",2013-07-03 00:00:00,2013,150.0,Walt Disney,"3,904"
kevin hart: let me explain,"comedy,documentary",1200,32244051,2500000,6.85,4011.0,Kevin Hart,"actor,producer,writer",2013-07-03 00:00:00,2013,75.0,Lionsgate,892
the way way back,"comedy,drama",400,21502690,5000000,7.25,66842.0,Nat Faxon,"actor,producer,writer",2013-07-05 00:00:00,2013,103.0,Fox Searc…,"1,001"
pacific rim,"action,adventure,sci-fi",0,101802906,190000000,6.85,225649.0,Guillermo del Toro,"writer,producer,director",2013-07-12 00:00:00,2013,131.0,Warner Bros.,"3,285"
grown ups 2,comedy,100,133668525,80000000,5.65,65295.0,Adam Sandler,"actor,producer,writer",2013-07-12 00:00:00,2013,101.0,Sony Pict…,"3,491"
r.i.p.d.,"action,adventure,comedy",0,33618855,130000000,5.6,55562.0,Phil Hay,"writer,producer,actor",2013-07-19 00:00:00,2013,96.0,Universal,"2,852"
the conjuring,"horror,mystery,thriller",600,137400141,20000000,7.5,201572.0,Carey W. Hayes,"writer,producer,actor",2013-07-19 00:00:00,2013,112.0,Warner Bros.,"3,115"
red 2,"action,comedy,crime",0,53262560,84000000,6.55,75607.0,Erich Hoeber,"writer,producer,actor",2013-07-19 00:00:00,2013,116.0,Lionsgate,"3,016"
turbo,"adventure,animation,comedy",0,83028130,135000000,6.25,38198.0,Darren Lemke,"writer,producer,director",2013-07-19 00:00:00,2013,96.0,20th Cent…,"3,809"
the wolverine,"action,adventure,sci-fi",100,132556852,115000000,6.5,203731.0,Mark Bomback,"producer,writer",2013-07-25 00:00:00,2013,126.0,20th Cent…,"3,924"
blue jasmine,drama,100,33404871,18000000,7.15,90718.0,Woody Allen,"writer,director,actor",2013-07-26 00:00:00,2013,98.0,Sony Pict…,"1,283"
fruitvale station,"biography,drama,romance",1700,16098998,900000,7.45,34416.0,Ryan Coogler,"director,writer,producer",2013-07-26 00:00:00,2013,85.0,Weinstein…,"1,086"
the to do list,"comedy,romance",200,3491669,1500000,5.65,17529.0,Maggie Carey,"writer,director,producer",2013-07-26 00:00:00,2013,104.0,CBS Films,591
the canyons,"drama,thriller",0,59671,250000,4.05,4986.0,Bret Easton Ellis,"writer,director,producer",2013-07-29 00:00:00,2013,99.0,IFC Films,9
the smurfs 2,"adventure,animation,comedy",0,71017784,110000000,5.550000000000001,17714.0,Karey Kirkpatrick,"writer,soundtrack,producer",2013-07-31 00:00:00,2013,105.0,Sony Pict…,"3,867"
2 guns,"action,comedy,crime",100,75612460,61000000,6.6,92196.0,Blake Masters,"writer,producer,director",2013-08-02 00:00:00,2013,109.0,Universal,"3,028"
percy jackson: sea of monsters,"adventure,family,fantasy",0,68559554,90000000,5.85,52711.0,Marc Guggenheim,"writer,producer,miscellaneous",2013-08-07 00:00:00,2013,106.0,20th Cent…,"3,080"
elysium,drama,0,93050117,120000000,6.2,2706.0,Brandon Young,"producer,director,editor",2013-08-09 00:00:00,2010,91.62130403630285,Sony Pict…,"3,284"
kick-ass 2,"action,comedy,crime",100,28795985,28000000,6.5,121308.0,Jeff Wadlow,"producer,writer,director",2013-08-16 00:00:00,2013,103.0,Universal,"2,945"
ain't them bodies saints,"crime,drama,romance",0,391611,5000000,6.300000000000001,9840.0,David Lowery,"editor,producer,director",2013-08-16 00:00:00,2013,96.0,IFC Films,44
jobs,"biography,drama",0,16131410,18000000,6.0,45205.0,Matt Whiteley,writer,2013-08-16 00:00:00,2013,128.0,Open Road,"2,381"
the mortal instruments: city of bones,"action,fantasy,horror",0,31165421,60000000,6.1,62425.0,Jessica Postigo,"writer,producer",2013-08-21 00:00:00,2013,130.0,Sony Pict…,"3,118"
the world's end,"action,comedy,sci-fi",100,26004851,20000000,6.85,119149.0,Simon Pegg,"actor,writer,producer",2013-08-23 00:00:00,2013,109.0,Focus Fea…,"1,553"
you're next,"action,comedy,horror",1800,18494006,1000000,6.6,40354.0,Simon Barrett,"writer,actor,producer",2013-08-23 00:00:00,2011,95.0,Lionsgate,"2,437"
drinking buddies,"comedy,drama,romance",0,343706,500000,6.05,27037.0,Joe Swanberg,"writer,actor,producer",2013-08-23 00:00:00,2013,90.0,Magnolia …,33
getaway,"action,crime,thriller",0,10501938,18000000,4.75,11268.0,Sean Finegan,"producer,writer",2013-08-29 00:00:00,2013,90.0,Warner Bros.,"2,135"
riddick,"action,adventure,sci-fi",100,42025135,38000000,6.300000000000001,73836.0,Ken Wheat,"writer,producer,director",2013-09-06 00:00:00,2013,119.0,Universal,"3,117"
noah,animation,0,101200044,130000000,6.6,117.0,Ed Naha,"writer,producer,soundtrack",2013-09-09 00:00:00,2012,91.62130403630285,Paramount…,"3,571"
the spectacular now,"comedy,drama,romance",200,6852971,2500000,6.85,67844.0,Michael H. Weber,"writer,producer,miscellaneous",2013-09-13 00:00:00,2013,95.0,A24,770
enough said,"comedy,drama,romance",200,17550872,8000000,6.85,28081.0,Nicole Holofcener,"director,writer,actress",2013-09-18 00:00:00,2013,93.0,Fox Searc…,835
prisoners,"crime,drama,mystery",100,61002302,46000000,8.05,266029.0,Aaron Guzikowski,"writer,producer",2013-09-21 00:00:00,2013,153.0,Warner Bros.,"3,290"
battle of the year,"drama,music",0,8888355,20000000,5.6,4449.0,Benson Lee,"producer,director,writer",2013-09-21 00:00:00,2013,110.0,Sony Pict…,"2,008"
cloudy with a chance of meatballs 2,"adventure,animation,comedy",100,119793567,78000000,6.4,41344.0,John Francis Daley,"actor,writer,director",2013-09-27 00:00:00,2013,95.0,Sony Pict…,"4,001"
