movie_name,genres,percentage_ROI_gross_budget,gross,budget,opening_weekend_boxoffice,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
storks,"adventure,animation,comedy",103.83,72679278.0,70000000.0,21311407.0,6.65,25878.0,Nicholas Stoller,"producer,writer,director",2016-09-23 00:00:00,2016,87.0,Warner Bros.,"3,922"
queen of katwe,"biography,drama,sport",59.16,8874389.0,15000000.0,304933.0,7.25,6632.0,William Wheeler,"producer,writer",2016-09-23 00:00:00,2016,124.0,Walt Disney,"1,259"
deepwater horizon,"action,drama,history",39.38,61433527.0,156000000.0,20223544.0,6.9,67954.0,Matthew Michael Carnahan,"writer,producer,director",2016-09-30 00:00:00,2016,107.0,Lionsgate,"3,403"
denial,documentary,40.73,4073448.0,10000000.0,93728.0,7.050000000000001,187.0,Aaron Woolf,"producer,director,writer",2016-09-30 00:00:00,2016,93.0,Bleecker …,648
american honey,"adventure,drama,romance",18.95,663247.0,3500000.0,71203.0,6.85,16040.0,Andrea Arnold,"actress,writer,director",2016-09-30 00:00:00,2016,163.0,A24,135
middle school: the worst years of my life,"comedy,family",235.38,20007149.0,8500000.0,6878437.0,6.55,3301.0,Chris Bowman,"writer,director,producer",2016-10-07 00:00:00,2016,92.0,Lionsgate,"2,822"
the birth of a nation,"biography,drama,history",158.62,15861566.0,10000000.0,7004254.0,6.45,9385.0,Nate Parker,"actor,producer,writer",2016-10-07 00:00:00,2016,120.0,Fox Searc…,"2,105"
the accountant,"action,crime,drama",215.65,86260045.0,40000000.0,24710273.0,7.1,118214.0,Bill Dubuque,"writer,producer",2016-10-14 00:00:00,2016,128.0,Warner Bros.,"3,402"
kevin hart: what now?,"comedy,documentary",235.91,23591043.0,10000000.0,11767210.0,6.2,4146.0,Brian Buccellato,"actor,writer,director",2016-10-14 00:00:00,2016,96.0,Universal,"2,567"
jack reacher: never go back,"action,thriller",97.83,58697076.0,60000000.0,22872490.0,5.85,62361.0,Edward Zwick,"producer,writer,director",2016-10-21 00:00:00,2016,118.0,Paramount…,"3,780"
moonlight,drama,1857.0,27854931.0,1500000.0,402075.0,7.4,115928.0,Barry Jenkins,"writer,director,producer",2016-10-21 00:00:00,2016,111.0,A24,"1,564"
ouija: origin of evil,"drama,horror,mystery",390.49,35144505.0,9000000.0,14065500.0,6.05,24257.0,Stiles White,"special_effects,writer,producer",2016-10-21 00:00:00,2016,99.0,Universal,"3,168"
inferno,"action,adventure,crime",45.79,34343574.0,75000000.0,14860425.0,6.050000000000001,71427.0,David Koepp,"writer,miscellaneous,director",2016-10-28 00:00:00,2016,121.0,Sony Pict…,"3,576"
doctor strange,"action,adventure,fantasy",141.0,232641920.0,165000000.0,85058311.0,7.4,263546.0,Scott Derrickson,"writer,director,producer",2016-11-04 00:00:00,2016,115.0,Walt Disney,"3,882"
hacksaw ridge,"biography,drama,history",168.02,67209615.0,40000000.0,15190758.0,8.1,186756.0,Andrew Knight,"producer,writer,miscellaneous",2016-11-04 00:00:00,2016,139.0,Lionsgate,"2,971"
trolls,"adventure,animation,comedy",122.97,153707064.0,125000000.0,46581142.0,6.55,32587.0,Jonathan Aibel,"producer,writer,miscellaneous",2016-11-04 00:00:00,2016,92.0,20th Cent…,"4,066"
bleed for this,"biography,drama,sport",31.77,5083906.0,16000000.0,2366810.0,6.85,11175.0,Angelo Pizzo,"writer,producer,assistant_director",2016-11-04 00:00:00,2016,117.0,Open Road,"1,549"
arrival,"drama,mystery,sci-fi",213.93,100546139.0,47000000.0,24074047.0,7.65,262935.0,Eric Heisserer,"writer,producer,director",2016-11-11 00:00:00,2016,116.0,Paramount…,"3,115"
shut in,"drama,mystery,thriller",69.0,6900335.0,10000000.0,3613567.0,4.95,5702.0,Christina Hodson,writer,2016-11-11 00:00:00,2016,91.0,EuropaCorp,"2,058"
almost christmas,"comedy,drama",247.44,42065185.0,17000000.0,15134235.0,5.85,2728.0,David E. Talbert,"writer,director,producer",2016-11-11 00:00:00,2016,111.0,Universal,"2,379"
fantastic beasts and where to find them,"adventure,family,fantasy",130.02,234037575.0,180000000.0,74403387.0,7.35,188752.0,J.K. Rowling,"writer,producer,soundtrack",2016-11-18 00:00:00,2016,132.0,Warner Bros.,"4,144"
manchester by the sea,drama,561.12,47695371.0,8500000.0,256498.0,7.65,108866.0,Kenneth Lonergan,"writer,actor,director",2016-11-18 00:00:00,2016,137.0,Roadside …,"1,213"
nocturnal animals,"drama,thriller",47.39,10663357.0,22500000.0,492648.0,7.45,104716.0,Tom Ford,"director,writer,producer",2016-11-18 00:00:00,2016,116.0,Focus Fea…,"1,262"
the edge of seventeen,"comedy,drama",160.35,14431633.0,9000000.0,4754215.0,7.25,44913.0,Kelly Fremon Craig,"writer,director,producer",2016-11-18 00:00:00,2016,104.0,STX Enter…,"1,945"
a street cat named bob,"biography,comedy,drama",1.03,82703.0,8000000.0,35070.0,7.45,11852.0,Tim John,"writer,director,producer",2016-11-18 00:00:00,2016,103.0,Cleopatra…,25
lion,"biography,drama",431.16,51739495.0,12000000.0,123360.0,8.1,92717.0,Luke Davies,"writer,producer,actor",2016-11-25 00:00:00,2016,118.0,Weinstein…,"1,802"
jackie,"biography,drama,history",155.12,13960394.0,9000000.0,278715.0,6.550000000000001,33714.0,Noah Oppenheim,"producer,writer",2016-12-02 00:00:00,2016,100.0,Fox Searc…,508
incarnate,"horror,thriller",96.0,4799774.0,5000000.0,2534884.0,5.25,5265.0,Ronnie Christensen,"writer,director,producer",2016-12-02 00:00:00,2016,91.0,High Top …,"1,737"
la la land,"comedy,drama,music",755.51,151101803.0,20000000.0,881104.0,7.95,223049.0,Damien Chazelle,"producer,writer,director",2016-12-09 00:00:00,2016,128.0,Lionsgate,"3,236"
office christmas party,comedy,121.71,54767494.0,45000000.0,16890204.0,5.699999999999999,30222.0,Timothy Dowling,"actor,writer,miscellaneous",2016-12-09 00:00:00,2016,105.0,Paramount…,"3,210"
the comedian,comedy,11.06,1658706.0,15000000.0,1100000.0,5.65,2971.0,Lewis Friedman,"writer,producer,soundtrack",2016-12-09 00:00:00,2016,120.0,Sony Pict…,848
hidden figures,"biography,drama,history",678.43,169607287.0,25000000.0,515499.0,7.9,87920.0,Theodore Melfi,"producer,director,writer",2016-12-10 00:00:00,2016,127.0,20th Cent…,"3,416"
collateral beauty,"drama,romance",86.16,31016021.0,36000000.0,7102085.0,7.0,41017.0,Allan Loeb,"writer,producer,actor",2016-12-16 00:00:00,2016,97.0,Warner Bros.,"3,528"
fences,drama,240.35,57682904.0,24000000.0,129462.0,7.0,44107.0,August Wilson,"writer,actor,producer",2016-12-16 00:00:00,2016,139.0,Paramount…,"2,368"
sing,"animation,comedy,family",360.44,270329045.0,75000000.0,35258145.0,7.0,60127.0,Garth Jennings,"director,actor,writer",2016-12-21 00:00:00,2016,108.0,Universal,"4,029"
passengers,"drama,romance,sci-fi",90.92,100014699.0,110000000.0,14869736.0,6.9,159476.0,Jon Spaihts,"writer,producer,director",2016-12-21 00:00:00,2016,116.0,Sony Pict…,"3,478"
dangal,"action,biography,drama",130.44,12391761.0,9500000.0,3248481.0,8.3,61998.0,Nitesh Tiwari,"writer,director,music_department",2016-12-21 00:00:00,2016,161.0,UTV Commu…,338
why him?,comedy,158.75,60323786.0,38000000.0,11002986.0,6.2,46061.0,John Hamburg,"writer,director,producer",2016-12-23 00:00:00,2016,111.0,20th Cent…,"3,008"
silence,"adventure,drama,history",15.27,7100177.0,46500000.0,130880.0,7.15,43401.0,Martin Scorsese,"producer,director,actor",2016-12-23 00:00:00,2016,161.0,Paramount…,"1,580"
live by night,"action,crime,drama",15.97,10378555.0,65000000.0,33336.0,6.300000000000001,24001.0,Ben Affleck,"producer,actor,writer",2016-12-25 00:00:00,2016,129.0,Warner Bros.,"2,822"
underworld: blood wars,"action,adventure,fantasy",86.73,30353973.0,35000000.0,13688751.0,5.65,32630.0,Kevin Grevioux,"actor,writer,producer",2017-01-06 00:00:00,2016,91.0,Sony Pict…,"3,070"
the bye bye man,"drama,fantasy,horror",302.65,22395806.0,7400000.0,13501349.0,4.699999999999999,9210.0,Jonathan Penner,"actor,producer,writer",2017-01-13 00:00:00,2017,96.0,STX Enter…,"2,220"
monster trucks,"action,adventure,comedy",26.7,33370166.0,125000000.0,10950705.0,5.800000000000001,6969.0,Jonathan Aibel,"producer,writer,miscellaneous",2017-01-13 00:00:00,2016,104.0,Paramount…,"3,119"
the resurrection of gavin stone,"comedy,drama,family",115.19,2303792.0,2000000.0,1206771.0,6.45,786.0,Andrea Gyertson Nasfell,"writer,miscellaneous,actress",2017-01-20 00:00:00,2016,91.0,High Top …,890
resident evil: the final chapter,"action,horror,sci-fi",67.11,26844692.0,40000000.0,13601682.0,5.75,38419.0,Paul W.S. Anderson,"writer,producer,director",2017-01-27 00:00:00,2016,107.0,Sony Pict…,"3,104"
the space between us,"adventure,drama,romance",26.28,7885294.0,30000000.0,3775596.0,6.75,21243.0,Richard Barton Lewis,"producer,writer,miscellaneous",2017-02-03 00:00:00,2017,120.0,STX Enter…,"2,812"
rings,"drama,horror,mystery",111.17,27793018.0,25000000.0,13002632.0,4.7,17968.0,Akiva Goldsman,"producer,writer,director",2017-02-03 00:00:00,2017,102.0,Paramount…,"2,931"
i am not your negro,documentary,712.39,7123919.0,1000000.0,686378.0,7.949999999999999,7072.0,James Baldwin,"writer,miscellaneous",2017-02-03 00:00:00,2016,93.0,Magnolia …,320
the lego batman movie,"action,animation,comedy",219.69,175750384.0,80000000.0,53003468.0,7.25,59657.0,Bob Kane,"writer,miscellaneous,art_department",2017-02-10 00:00:00,2017,104.0,Warner Bros.,"4,088"
fifty shades darker,"drama,romance",208.06,114434010.0,55000000.0,46607250.0,5.35,43097.0,Niall Leonard,"writer,director,miscellaneous",2017-02-10 00:00:00,2017,118.0,Universal,"3,714"
the great wall,"action,adventure,fantasy",30.1,45157105.0,150000000.0,18469620.0,5.9,57188.0,Edward Zwick,"producer,writer,director",2017-02-17 00:00:00,2016,103.0,Universal,"3,328"
fist fight,comedy,128.75,32187017.0,25000000.0,12201873.0,5.8,17922.0,Max Greenfield,"actor,soundtrack,director",2017-02-17 00:00:00,2017,91.0,Warner Bros.,"3,185"
rock dog,"adventure,animation,comedy",15.7,9420546.0,60000000.0,3704749.0,5.800000000000001,2057.0,Ash Brannon,"animation_department,director,writer",2017-02-24 00:00:00,2016,90.0,Lionsgate,"2,077"
collide,"action,crime,thriller",7.81,2280004.0,29200000.0,1512824.0,5.65,6809.0,Eran Creevy,"director,writer,assistant_director",2017-02-24 00:00:00,2016,99.0,Open Road,"2,045"
bitter harvest,"drama,romance,war",2.65,557241.0,21000000.0,219357.0,6.15,1549.0,George Mendeluk,"director,writer,producer",2017-02-24 00:00:00,2017,103.0,Roadside …,127
before i fall,"drama,fantasy,mystery",244.82,12241072.0,5000000.0,4690214.0,6.7,20708.0,Maria Maggenti,"miscellaneous,producer,writer",2017-03-03 00:00:00,2017,98.0,Open Road,"2,346"
table 19,"comedy,drama,romance",72.3,3614896.0,5000000.0,1597928.0,5.9,11677.0,Jay Duplass,"producer,writer,actor",2017-03-03 00:00:00,2017,87.0,Fox Searc…,868
kong: skull island,"action,adventure,fantasy",90.84,168052812.0,185000000.0,61025472.0,6.449999999999999,121887.0,Merian C. Cooper,"producer,writer,miscellaneous",2017-03-10 00:00:00,2017,118.0,Warner Bros.,"3,846"
let there be light,drama,241.12,7233471.0,3000000.0,1729535.0,6.05,1091.0,Dan Gordon,"miscellaneous,writer,producer",2017-03-10 00:00:00,2017,100.0,Atlas Dis…,774
power rangers,"action,adventure,sci-fi",71.14,85364450.0,120000000.0,40300288.0,6.1,47340.0,John Gatins,"actor,writer,producer",2017-03-24 00:00:00,2017,124.0,Lionsgate,"3,693"
chips,"action,comedy,crime",74.4,18600152.0,25000000.0,7722802.0,6.0,18843.0,Rick Rosner,"writer,miscellaneous,producer",2017-03-24 00:00:00,2017,100.0,Warner Bros.,"2,464"
ghost in the shell,"action,drama,sci-fi",36.88,40563557.0,110000000.0,18676033.0,6.2,90813.0,Ehren Kruger,"writer,producer,executive",2017-03-31 00:00:00,2017,107.0,Paramount…,"3,440"
the boss baby,"adventure,animation,comedy",140.0,175003033.0,125000000.0,50198902.0,6.35,49022.0,Michael McCullers,"writer,director,producer",2017-03-31 00:00:00,2017,97.0,20th Cent…,"3,829"
smurfs: the lost village,"adventure,animation,comedy",75.03,45020282.0,60000000.0,13210449.0,6.1,8174.0,Peyo,"writer,director,music_department",2017-04-07 00:00:00,2017,90.0,Sony Pict…,"3,610"
going in style,"comedy,crime",187.58,45018541.0,24000000.0,11932330.0,6.6,33871.0,Edward Cannon,writer,2017-04-07 00:00:00,2017,96.0,Warner Bros.,"3,076"
gifted,drama,354.3,24801212.0,7000000.0,446380.0,7.75,42230.0,Tom Flynn,"writer,director",2017-04-12 00:00:00,2017,101.0,Fox Searc…,"2,215"
the fate of the furious,"action,crime,thriller",90.31,225764765.0,250000000.0,98786705.0,6.800000000000001,93054.0,Chris Morgan,"writer,producer,miscellaneous",2017-04-14 00:00:00,2017,136.0,Universal,"4,329"
the lost city of z,"adventure,biography,drama",28.58,8574339.0,30000000.0,110175.0,6.4,33936.0,James Gray,"director,writer,producer",2017-04-21 00:00:00,2016,141.0,Bleecker …,866
unforgettable,documentary,94.73,11368012.0,12000000.0,4785431.0,5.7,158.0,Eric Williams,"writer,cinematographer,camera_department",2017-04-21 00:00:00,2010,88.0,Warner Bros.,"2,417"
sleight,"action,drama,sci-fi",1572.4,3930990.0,250000.0,1701785.0,5.6,3720.0,Alex Theurer,"editorial_department,producer,writer",2017-04-28 00:00:00,2016,89.0,High Top …,591
how to be a latin lover,"comedy,drama",321.49,32149404.0,10000000.0,12252439.0,6.1,5972.0,Jon Zack,"writer,actor,miscellaneous",2017-04-28 00:00:00,2017,115.0,Lionsgate,"1,203"
king arthur: legend of the sword,"action,adventure,drama",22.39,39175066.0,175000000.0,15371270.0,6.65,86179.0,Guy Ritchie,"director,producer,writer",2017-05-12 00:00:00,2017,126.0,Warner Bros.,"3,702"
alien: covenant,"horror,sci-fi,thriller",76.56,74262031.0,97000000.0,36160621.0,6.15,115945.0,Michael Green,"producer,writer,miscellaneous",2017-05-19 00:00:00,2017,122.0,20th Cent…,"3,772"
"everything, everything","drama,romance",341.21,34121140.0,10000000.0,11727390.0,6.800000000000001,14629.0,J. Mills Goodloe,"miscellaneous,writer,actor",2017-05-19 00:00:00,2017,96.0,Warner Bros.,"2,801"
diary of a wimpy kid: the long haul,"comedy,family",94.27,20738724.0,22000000.0,7126084.0,5.0,2914.0,David Bowers,"animation_department,director,writer",2017-05-19 00:00:00,2017,91.0,20th Cent…,"3,174"
pirates of the caribbean: dead men tell no tales,"action,adventure,fantasy",75.03,172558876.0,230000000.0,62983253.0,6.6,117761.0,Stuart Beattie,"writer,director,producer",2017-05-26 00:00:00,2017,129.0,Walt Disney,"4,276"
baywatch,"action,comedy,crime",96.77,58060186.0,60000000.0,18503871.0,5.85,71138.0,Michael Berk,"writer,producer,miscellaneous",2017-05-26 00:00:00,2017,116.0,Paramount…,"3,647"
captain underpants: the first epic movie,"action,animation,comedy",194.53,73921000.0,38000000.0,23851539.0,6.1,11245.0,Nicholas Stoller,"producer,writer,director",2017-06-02 00:00:00,2017,89.0,20th Cent…,"3,529"
the mummy,"action,adventure,fantasy",41.08,80101125.0,195000000.0,31668375.0,5.5,79368.0,Christopher McQuarrie,"writer,producer,director",2017-06-09 00:00:00,2017,110.0,Universal,"4,035"
it comes at night,"horror,mystery",279.7,13985117.0,5000000.0,5988370.0,6.0,35090.0,Trey Edward Shults,"director,writer,editor",2017-06-09 00:00:00,2017,91.0,A24,"2,533"
cars 3,"adventure,animation,comedy",87.37,152901115.0,175000000.0,53688680.0,6.75,31002.0,Brian Fee,"art_department,animation_department,actor",2017-06-16 00:00:00,2017,102.0,Walt Disney,"4,256"
rough night,"comedy,crime,thriller",110.53,22105643.0,20000000.0,8004283.0,5.4,20271.0,Lucia Aniello,"producer,director,writer",2017-06-16 00:00:00,2017,101.0,Sony Pict…,"3,162"
all eyez on me,"biography,drama,music",99.83,44922302.0,45000000.0,26435354.0,6.1,9618.0,Eddie Gonzalez,"writer,producer,actor",2017-06-16 00:00:00,2017,139.0,Lionsgate,"2,471"
transformers: the last knight,"action,adventure,sci-fi",59.99,130168683.0,217000000.0,44680073.0,5.6,61131.0,Akiva Goldsman,"producer,writer,director",2017-06-21 00:00:00,2017,154.0,Paramount…,"4,132"
the big sick,"comedy,drama,romance",857.45,42872467.0,5000000.0,421577.0,7.5,52655.0,Kumail Nanjiani,"actor,writer,producer",2017-06-23 00:00:00,2017,120.0,Lionsgate,"2,597"
blood feast,horror,0.73,8708.0,1200000.0,4046.0,4.6,329.0,Marcel Walz,"director,writer,producer",2017-06-23 00:00:00,2016,90.0,Hannover …,3
baby driver,"action,crime,drama",317.13,107825862.0,34000000.0,20553320.0,7.5,186005.0,Edgar Wright,"director,writer,actor",2017-06-28 00:00:00,2017,113.0,Sony Pict…,"3,226"
despicable me 3,"adventure,animation,comedy",352.83,264624300.0,75000000.0,72434025.0,6.3,48343.0,Ken Daurio,"writer,director,producer",2017-06-30 00:00:00,2017,89.0,Universal,"4,535"
the house,"comedy,crime",63.96,25584504.0,40000000.0,8724795.0,5.65,16919.0,Andrew Jay Cohen,"writer,producer,director",2017-06-30 00:00:00,2017,88.0,Warner Bros.,"3,134"
spider-man: homecoming,"action,adventure,sci-fi",190.97,334201140.0,175000000.0,117027503.0,7.45,218943.0,John Francis Daley,"actor,writer,director",2017-07-07 00:00:00,2017,133.0,Sony Pict…,"4,348"
a ghost story,"drama,fantasy,romance",1594.8,1594798.0,100000.0,104030.0,6.9,23593.0,David Lowery,"editor,producer,director",2017-07-07 00:00:00,2017,92.0,A24,329
war for the planet of the apes,"action,adventure,drama",96.63,146880162.0,152000000.0,56262929.0,7.25,103589.0,Mark Bomback,"producer,writer",2017-07-14 00:00:00,2017,140.0,20th Cent…,"4,100"
wish upon,"drama,fantasy,horror",119.18,14301505.0,12000000.0,5467084.0,5.2,7826.0,Barbara Marshall,"miscellaneous,writer",2017-07-14 00:00:00,2017,90.0,Broad Gre…,"2,250"
dunkirk,"action,drama,history",126.71,190068280.0,150000000.0,50513488.0,7.65,237868.0,Christopher Nolan,"writer,producer,director",2017-07-19 00:00:00,2017,106.0,Warner Bros.,"4,014"
valerian and the city of a thousand planets,"action,adventure,fantasy",22.49,40479370.0,180000000.0,17007624.0,6.55,71970.0,Luc Besson,"writer,producer,director",2017-07-21 00:00:00,2017,137.0,STX Enter…,"3,553"
girls trip,"comedy,drama",411.1,115108515.0,28000000.0,31201920.0,6.5,15144.0,Erica Rivinoja,"producer,miscellaneous,writer",2017-07-21 00:00:00,2017,122.0,Universal,"2,648"
the emoji movie,"adventure,animation,comedy",172.18,86089513.0,50000000.0,24531923.0,4.300000000000001,24370.0,John Hoffman,"actor,producer,writer",2017-07-23 00:00:00,2017,86.0,Sony Pict…,"4,075"
atomic blonde,"action,mystery,thriller",171.91,51573925.0,30000000.0,18286420.0,6.5,77026.0,Kurt Johnstad,"writer,producer,camera_department",2017-07-28 00:00:00,2017,115.0,Focus Fea…,"3,326"
the dark tower,"action,adventure,fantasy",84.5,50701325.0,60000000.0,19153698.0,5.65,55180.0,Stephen King,"writer,producer,actor",2017-08-04 00:00:00,2017,95.0,Sony Pict…,"3,451"
kidnap,"crime,drama,thriller",146.28,30718107.0,21000000.0,10016323.0,5.95,14851.0,Knate Lee,"producer,location_management,camera_department",2017-08-04 00:00:00,2017,95.0,Aviron Pi…,"2,418"
columbus,drama,145.3,1017107.0,700000.0,26820.0,7.25,5432.0,Kogonada,"director,writer,producer",2017-08-04 00:00:00,2017,104.0,Superlati…,63
unhinged,thriller,0.0,0.0,29000000.0,601032.0,4.65,95.0,Garry Charles,"writer,producer",2017-08-08 00:00:00,2018,95.0,No Distributor,"2,402"
annabelle: creation,"horror,mystery,thriller",680.61,102092201.0,15000000.0,35006404.0,6.5,46771.0,Gary Dauberman,"writer,producer,director",2017-08-11 00:00:00,2017,109.0,Warner Bros.,"3,565"
the nut job 2: nutty by nature,"adventure,animation,comedy",70.93,28370522.0,40000000.0,8342311.0,5.6,2523.0,Scott Bindley,"writer,producer,art_department",2017-08-11 00:00:00,2017,91.0,Open Road,"4,003"
logan lucky,"comedy,crime,drama",95.79,27778642.0,29000000.0,7600036.0,6.85,53796.0,Rebecca Blunt,writer,2017-08-18 00:00:00,2017,118.0,Bleecker …,"3,031"
patti cake$,"drama,music",80.01,800148.0,1000000.0,67599.0,6.85,4351.0,Geremy Jasper,"director,writer,composer",2017-08-18 00:00:00,2017,109.0,Fox Searc…,303
ballerina,"adventure,animation,comedy",72.86,21858070.0,30000000.0,4730038.0,7.0,8803.0,Carol Noble,writer,2017-08-25 00:00:00,2016,89.0,Weinstein…,"2,705"
all saints,drama,290.11,5802208.0,2000000.0,1514278.0,6.05,622.0,Steve Armour,"writer,actor,composer",2017-08-25 00:00:00,2017,108.0,Sony Pict…,846
long shot,"comedy,romance",75.51,30202860.0,40000000.0,9740064.0,7.2,6426.0,Dan Sterling,"producer,writer,miscellaneous",2017-09-03 00:00:00,2019,125.0,Lionsgate,"3,230"
it,"horror,thriller",935.66,327481748.0,35000000.0,123403419.0,7.300000000000001,185027.0,Stephen King,"writer,producer,actor",2017-09-08 00:00:00,2017,135.0,Warner Bros.,"4,148"
home again,"comedy,drama,romance",180.14,27020284.0,15000000.0,8567881.0,5.85,11636.0,Hallie Meyers-Shyer,"actress,writer,director",2017-09-08 00:00:00,2017,97.0,Open Road,"3,036"
american assassin,"action,thriller",57.54,36249674.0,63000000.0,14846778.0,6.25,29694.0,Edward Zwick,"producer,writer,director",2017-09-15 00:00:00,2017,112.0,Lionsgate,"3,154"
mother!,"drama,horror,mystery",59.33,17800004.0,30000000.0,7534673.0,6.8,80135.0,Darren Aronofsky,"producer,director,writer",2017-09-15 00:00:00,2017,121.0,Paramount…,"2,368"
kingsman: the golden circle,"action,adventure,comedy",96.38,100234838.0,104000000.0,39023010.0,6.9,118164.0,Matthew Vaughn,"producer,writer,director",2017-09-22 00:00:00,2017,141.0,20th Cent…,"4,038"
the lego ninjago movie,"action,adventure,animation",84.69,59281555.0,70000000.0,20433071.0,6.15,9675.0,Paul Fisher,"animation_department,art_department,writer",2017-09-22 00:00:00,2017,101.0,Warner Bros.,"4,047"
stronger,"biography,drama",14.04,4211129.0,30000000.0,1611040.0,7.0,17123.0,John Pollono,"actor,writer",2017-09-22 00:00:00,2017,119.0,Roadside …,645
american made,"action,biography,comedy",102.68,51342000.0,50000000.0,16776390.0,6.95,66615.0,Gary Spinelli,"writer,producer",2017-09-29 00:00:00,2017,115.0,Universal,"3,098"
flatliners,"drama,horror,mystery",84.42,16883115.0,20000000.0,6574326.0,5.45,17500.0,Peter Filardi,"writer,producer,director",2017-09-29 00:00:00,2017,109.0,Sony Pict…,"2,552"
blade runner 2049,"drama,mystery,sci-fi",49.76,92054159.0,185000000.0,32753122.0,7.7,191460.0,Philip K. Dick,writer,2017-10-06 00:00:00,2017,164.0,Warner Bros.,"4,058"
the florida project,drama,295.22,5904366.0,2000000.0,156833.0,7.5,36659.0,Sean Baker,"writer,producer,director",2017-10-06 00:00:00,2017,111.0,A24,434
happy death day,"horror,mystery,thriller",1113.68,55683845.0,5000000.0,26039025.0,6.55,45171.0,Scott Lobdell,"writer,producer,miscellaneous",2017-10-13 00:00:00,2017,96.0,Universal,"3,535"
the foreigner,"action,thriller",98.27,34393507.0,35000000.0,13113024.0,6.85,41187.0,Stephen Leather,"writer,producer",2017-10-13 00:00:00,2017,113.0,STX Enter…,"2,515"
marshall,"biography,crime,drama",83.76,10051659.0,12000000.0,3000805.0,7.25,7338.0,Jacob Koskoff,"writer,producer,miscellaneous",2017-10-13 00:00:00,2017,118.0,Open Road,821
anna,"drama,mystery,sci-fi",0.0,0.0,4357373.0,3600647.0,4.8,9870.0,Martha Holmes,writer,2017-10-17 00:00:00,2013,99.0,Lionsgate,"2,114"
the snowman,"crime,drama,mystery",19.06,6670765.0,35000000.0,3372565.0,5.1,24557.0,Hossein Amini,"writer,producer,director",2017-10-20 00:00:00,2017,119.0,Universal,"1,815"
only the brave,"action,biography,drama",48.26,18340051.0,38000000.0,6002665.0,7.35,23042.0,Ken Nolan,"writer,producer,actor",2017-10-20 00:00:00,2017,134.0,Sony Pict…,"2,577"
geostorm,"action,sci-fi,thriller",33.7,33700160.0,100000000.0,13707376.0,5.55,40266.0,Dean Devlin,"producer,actor,director",2017-10-20 00:00:00,2017,109.0,Warner Bros.,"3,246"
same kind of different as me,"biography,drama",98.82,6423605.0,6500000.0,2591985.0,6.65,2211.0,Denver Moore,writer,2017-10-20 00:00:00,2017,119.0,Pure Flix…,"1,362"
jigsaw,"crime,horror,mystery",380.53,38052832.0,10000000.0,16640452.0,5.949999999999999,29535.0,Josh Stolberg,"miscellaneous,writer,assistant_director",2017-10-27 00:00:00,2017,92.0,Lionsgate,"2,941"
a bad moms christmas,"adventure,comedy",257.54,72110659.0,28000000.0,16759161.0,5.9,17050.0,Jon Lucas,"writer,producer,director",2017-11-01 00:00:00,2017,104.0,STX Enter…,"3,615"
thor: ragnarok,"action,adventure,comedy",175.03,315058289.0,180000000.0,122744989.0,7.7,247187.0,Jack Kirby,"writer,animation_department,miscellaneous",2017-11-03 00:00:00,2017,130.0,Walt Disney,"4,080"
lady bird,"comedy,drama",489.58,48958273.0,10000000.0,364437.0,7.35,90771.0,Greta Gerwig,"actress,writer,producer",2017-11-03 00:00:00,2017,94.0,A24,"1,557"
lbj,"biography,drama,history",12.34,2468683.0,20000000.0,1110565.0,6.55,2230.0,Joey Hartstone,"producer,writer,miscellaneous",2017-11-03 00:00:00,2016,98.0,Electric …,659
"three billboards outside ebbing, missouri","crime,drama",454.28,54513740.0,12000000.0,322168.0,8.2,174739.0,Martin McDonagh,"writer,director,producer",2017-11-10 00:00:00,2017,115.0,Fox Searc…,"1,726"
murder on the orient express,"crime,drama,mystery",186.96,102826543.0,55000000.0,28681472.0,6.6,92004.0,Agatha Christie,"writer,camera_department",2017-11-10 00:00:00,2017,114.0,20th Cent…,"3,354"
justice league,"action,adventure,fantasy",76.34,229024295.0,300000000.0,93842239.0,6.35,168322.0,Bob Kane,"writer,miscellaneous,art_department",2017-11-17 00:00:00,2017,120.0,Warner Bros.,"4,051"
wonder,"drama,family",662.11,132422809.0,20000000.0,27547866.0,8.1,57795.0,Stephen Chbosky,"writer,producer,director",2017-11-17 00:00:00,2017,113.0,Lionsgate,"3,519"
the star,"adventure,animation,comedy",204.24,40847995.0,20000000.0,9812674.0,5.75,2696.0,Carlos Kotkin,"writer,miscellaneous",2017-11-17 00:00:00,2017,86.0,Sony Pict…,"2,976"
"roman j. israel, esq.","crime,drama,thriller",54.38,11962712.0,22000000.0,61999.0,6.300000000000001,12065.0,Dan Gilroy,"writer,director,producer",2017-11-17 00:00:00,2017,122.0,Sony Pict…,"1,669"
coco,"adventure,animation,comedy",119.84,209726015.0,175000000.0,50802605.0,8.3,142931.0,Matthew Aldrich,"writer,actor,producer",2017-11-22 00:00:00,2017,105.0,Walt Disney,"3,987"
darkest hour,"biography,drama,history",188.14,56443120.0,30000000.0,175006.0,7.35,69630.0,Anthony McCarten,"writer,producer,director",2017-11-22 00:00:00,2017,125.0,Focus Fea…,"1,733"
the shape of water,"adventure,drama,fantasy",327.48,63859435.0,19500000.0,166564.0,7.25,157668.0,Guillermo del Toro,"writer,producer,director",2017-12-01 00:00:00,2017,123.0,Fox Searc…,"2,341"
