movie_name,genres,percentage_ROI_gross_budget,gross,budget,opening_weekend_boxoffice,average_rating,number_vote,primary_name,primary_profession,release_date,release_year,runtime_minutes,distributor,max_theatre_count
alice in wonderland,"adventure,family,fantasy",167.1,334191110.0,200000000.0,116101023.0,6.25,179407.0,Lewis Carroll,"writer,soundtrack,miscellaneous",2010-01-01 00:00:00,2010,108.0,Walt Disney,"3,739"
ca$h,"crime,thriller",0.66,46488.0,7000000.0,16469.0,5.9,4358.0,Stephen Milburn Anderson,"producer,writer,production_manager",2010-01-01 00:00:00,2010,108.0,Roadside …,43
8: the mormon proposition,documentary,4.01,100280.0,2500000.0,42566.0,6.6,600.0,Reed Cowan,"producer,director,writer",2010-01-01 00:00:00,2010,80.0,Red Flag …,16
the gift,documentary,875.75,43787265.0,5000000.0,11854273.0,8.3,23.0,Dave Hagen,"editor,animation_department,producer",2010-01-01 00:00:00,2010,105.0,STX Enter…,"2,503"
your highness,"adventure,comedy,fantasy",43.19,21596445.0,50000000.0,9360020.0,4.25,46472.0,Ben Best,"writer,actor,producer",2010-01-01 00:00:00,2011,102.0,Universal,"2,772"
leap year,"comedy,romance",136.42,25918920.0,19000000.0,9202815.0,6.6,43557.0,Harry Elfont,"writer,producer,miscellaneous",2010-01-08 00:00:00,2010,100.0,Universal,"2,512"
the book of eli,"action,adventure,drama",118.54,94835059.0,80000000.0,32789494.0,6.800000000000001,137401.0,Gary Whitta,"writer,producer,actor",2010-01-11 00:00:00,2010,118.0,Warner Bros.,"3,111"
the spy next door,"action,comedy,family",86.81,24307106.0,28000000.0,9726056.0,5.6,18708.0,James Greer,"writer,director,cinematographer",2010-01-15 00:00:00,2010,94.0,Lionsgate,"2,924"
brave,"adventure,animation,comedy",128.26,237282182.0,185000000.0,66323594.0,6.05,169364.0,Mark Andrews,"art_department,writer,miscellaneous",2010-01-19 00:00:00,2012,93.0,Walt Disney,"4,164"
extraordinary measures,drama,40.27,12482741.0,31000000.0,6012594.0,6.4,7913.0,Robert Nelson Jacobs,"writer,soundtrack,miscellaneous",2010-01-21 00:00:00,2010,106.0,CBS Films,"2,549"
tooth fairy,"comedy,family,fantasy",125.05,60022256.0,48000000.0,14010409.0,5.15,19498.0,Lowell Ganz,"writer,producer,miscellaneous",2010-01-22 00:00:00,2010,101.0,20th Cent…,"3,345"
legion,"action,fantasy,horror",154.49,40168080.0,26000000.0,17501625.0,5.25,46931.0,Peter Schink,"writer,editor,editorial_department",2010-01-22 00:00:00,2010,100.0,Sony Pict…,"2,476"
hesher,"comedy,crime,drama",5.47,382946.0,7000000.0,126046.0,7.0,24409.0,Spencer Susser,"editor,director,writer",2010-01-22 00:00:00,2010,106.0,Wrekin Hi…,42
please give,"comedy,drama",134.45,4033574.0,3000000.0,118123.0,6.449999999999999,5366.0,Nicole Holofcener,"director,writer,actress",2010-01-22 00:00:00,2010,87.0,Sony Pict…,272
3 backyards,drama,13.16,39475.0,300000.0,11332.0,4.65,308.0,Eric Mendelsohn,"writer,costume_department,producer",2010-01-24 00:00:00,2010,88.0,Screen Me…,2
edge of darkness,"crime,drama,mystery",72.19,43313890.0,60000000.0,17214384.0,6.449999999999999,42773.0,Andrew Bovell,"writer,miscellaneous,producer",2010-01-29 00:00:00,2010,117.0,Warner Bros.,"3,066"
blood done sign my name,drama,1.09,109383.0,10000000.0,82739.0,6.3,249.0,Jeb Stuart,"writer,producer,director",2010-02-01 00:00:00,2010,128.0,Paladin,95
get out,"horror,mystery,thriller",3520.81,176040665.0,5000000.0,33377060.0,6.6,200241.0,Jordan Peele,"actor,writer,producer",2010-02-01 00:00:00,2017,104.0,Universal,"3,143"
dear john,"drama,romance,war",320.06,80014842.0,25000000.0,30468614.0,6.55,65666.0,Nicholas Sparks,"writer,producer",2010-02-04 00:00:00,2010,108.0,Sony Pict…,"3,062"
frozen,"adventure,drama,sport",267.16,400738009.0,150000000.0,243390.0,6.0,31649.0,Adam Green,"writer,producer,director",2010-02-05 00:00:00,2010,93.0,Walt Disney,"3,742"
heist,action,0.56,50136.0,8900000.0,28688.0,5.7,3.0,K.W. Jones,"writer,director,cinematographer",2010-02-09 00:00:00,2015,47.0,Lionsgate,24
the lazarus effect,"horror,mystery,sci-fi",516.03,25801570.0,5000000.0,10203437.0,5.0,18839.0,Luke Dawson,"writer,actor,producer",2010-02-09 00:00:00,2015,83.0,Lionsgate,"2,666"
percy jackson & the olympians: the lightning thief,"adventure,family,fantasy",93.44,88768303.0,95000000.0,31236067.0,6.0,84668.0,Craig Titley,"producer,writer,miscellaneous",2010-02-11 00:00:00,2010,118.0,20th Cent…,"3,396"
valentine's day,"comedy,romance",212.47,110485654.0,52000000.0,56260707.0,5.75,54539.0,Katherine Fugate,"writer,producer,director",2010-02-11 00:00:00,2010,125.0,Warner Bros.,"3,665"
the wolfman,"drama,fantasy,horror",41.46,62189884.0,150000000.0,31479235.0,5.75,49441.0,Andrew Kevin Walker,"writer,actor,miscellaneous",2010-02-12 00:00:00,2010,103.0,Universal,"3,223"
the ghost writer,"drama,mystery,thriller",34.54,15541549.0,45000000.0,183009.0,7.0,74704.0,Roman Polanski,"actor,director,writer",2010-02-12 00:00:00,2010,128.0,Summit En…,819
shutter island,"mystery,thriller",160.02,128012934.0,80000000.0,41062440.0,8.1,509292.0,Laeta Kalogridis,"writer,producer,miscellaneous",2010-02-18 00:00:00,2010,138.0,Paramount…,"3,356"
the crazies,"horror,thriller",205.91,39123589.0,19000000.0,16067552.0,6.35,52750.0,George A. Romero,"producer,writer,director",2010-02-26 00:00:00,2010,101.0,Overture …,"2,479"
cop out,"action,comedy,crime",121.29,44875481.0,37000000.0,18211126.0,5.5,41226.0,Mark Cullen,"writer,producer,director",2010-02-26 00:00:00,2010,107.0,Warner Bros.,"3,150"
green zone,"action,drama,thriller",35.5,35497337.0,100000000.0,14309295.0,6.6,61654.0,Brian Helgeland,"writer,director,producer",2010-03-11 00:00:00,2010,115.0,Universal,"3,004"
remember me,"drama,romance",119.18,19068240.0,16000000.0,8089139.0,7.1,65761.0,Will Fetters,"writer,producer",2010-03-12 00:00:00,2010,113.0,Summit En…,"2,215"
she's out of my league,"comedy,romance",160.05,32010860.0,20000000.0,9775278.0,6.25,59107.0,Sean Anders,"writer,director,producer",2010-03-12 00:00:00,2010,104.0,Paramount…,"2,958"
our family wedding,"comedy,romance",144.68,20255281.0,14000000.0,7629862.0,5.2,3237.0,Wayne Conley,"producer,writer",2010-03-12 00:00:00,2010,103.0,Fox Searc…,"1,609"
repo men,"action,crime,sci-fi",43.57,13942007.0,32000000.0,6126170.0,6.25,48560.0,Garrett Lerner,"producer,writer,miscellaneous",2010-03-19 00:00:00,2010,111.0,Universal,"2,521"
diary of a wimpy kid,"comedy,drama,family",426.69,64003625.0,15000000.0,22126166.0,6.1,19688.0,Gabe Sachs,"writer,producer,director",2010-03-19 00:00:00,2010,94.0,20th Cent…,"3,083"
the bounty hunter,"action,comedy,romance",149.02,67061228.0,45000000.0,20686423.0,5.65,57035.0,Sarah Thorp,"producer,writer,director",2010-03-19 00:00:00,2010,110.0,Sony Pict…,"3,118"
the runaways,"biography,drama,music",37.62,3573673.0,9500000.0,805115.0,6.5,22120.0,Cherie Currie,"actress,soundtrack,writer",2010-03-19 00:00:00,2010,106.0,Apparition,244
how to train your dragon,"action,adventure,animation",131.87,217581232.0,165000000.0,43732319.0,7.9,309454.0,William Davies,"writer,producer,miscellaneous",2010-03-26 00:00:00,2010,98.0,Paramount…,"4,060"
hot tub time machine,"comedy,sci-fi",139.64,50269859.0,36000000.0,14020502.0,6.2,77672.0,Josh Heald,"writer,producer,actor",2010-03-26 00:00:00,2010,101.0,MGM,"2,771"
the last song,"drama,music,romance",314.75,62950384.0,20000000.0,16007426.0,6.6,38556.0,Nicholas Sparks,"writer,producer",2010-03-31 00:00:00,2010,107.0,Walt Disney,"2,794"
pixels,"action,comedy,sci-fi",87.52,78765986.0,90000000.0,24011616.0,6.35,59912.0,Timothy Dowling,"actor,writer,miscellaneous",2010-04-01 00:00:00,2015,105.0,Sony Pict…,"3,723"
clash of the titans,"action,adventure,fantasy",130.57,163214888.0,125000000.0,61235105.0,5.75,129945.0,Phil Hay,"writer,producer,actor",2010-04-02 00:00:00,2010,106.0,Warner Bros.,"3,802"
furry vengeance,"comedy,family",50.37,17630465.0,35000000.0,6627564.0,4.199999999999999,7491.0,Josh Gilbert,"miscellaneous,actor,writer",2010-04-02 00:00:00,2010,92.0,Summit En…,"3,002"
why did i get married too?,"comedy,drama,romance",300.48,60095852.0,20000000.0,29289537.0,5.25,4351.0,Tyler Perry,"writer,director,producer",2010-04-02 00:00:00,2010,121.0,Lionsgate,"2,155"
date night,"comedy,crime,romance",179.48,98711404.0,55000000.0,25207599.0,6.15,73213.0,Josh Klausner,"writer,assistant_director,director",2010-04-08 00:00:00,2010,88.0,20th Cent…,"3,380"
letters to god,"drama,family",94.95,2848587.0,3000000.0,1101204.0,6.6,2257.0,Art D'Alessandro,"writer,producer,actor",2010-04-09 00:00:00,2010,110.0,Vivendi E…,897
death at a funeral,comedy,203.52,42739347.0,21000000.0,16217540.0,5.7,21240.0,Dean Craig,"writer,producer,director",2010-04-15 00:00:00,2010,92.0,Sony Pict…,"2,459"
kick-ass,"action,comedy",171.68,48071303.0,28000000.0,19828687.0,7.35,252451.0,Matthew Vaughn,"producer,writer,director",2010-04-16 00:00:00,2010,117.0,Lionsgate,"3,065"
the joneses,"comedy,drama",14.76,1475746.0,10000000.0,507082.0,6.550000000000001,199.0,Chris Tyrrell,"writer,producer,director",2010-04-16 00:00:00,2011,117.0,Roadside …,217
the raven,"crime,mystery,thriller",61.57,16008272.0,26000000.0,7289642.0,6.15,39791.0,Ben Livingston,"actor,writer,art_department",2010-04-20 00:00:00,2012,110.0,Relativity,"2,209"
the back-up plan,"comedy,romance",107.11,37490007.0,35000000.0,12201710.0,5.7,23467.0,Kate Angelo,"producer,writer,miscellaneous",2010-04-23 00:00:00,2010,104.0,CBS Films,"3,280"
the losers,"action,adventure,crime",94.37,23591432.0,25000000.0,9406348.0,6.300000000000001,42360.0,Peter Berg,"producer,actor,writer",2010-04-23 00:00:00,2010,97.0,Warner Bros.,"2,936"
a nightmare on elm street,"crime,drama,horror",180.21,63075011.0,35000000.0,32902299.0,5.35,43452.0,Wes Craven,"writer,producer,director",2010-04-30 00:00:00,2010,95.0,Warner Bros.,"3,332"
charlie st. cloud,"drama,fantasy,romance",70.92,31206263.0,44000000.0,12381585.0,6.7,28207.0,Lewis Colick,writer,2010-05-01 00:00:00,2010,99.0,Universal,"2,725"
iron man 2,"action,adventure,sci-fi",183.78,312433331.0,170000000.0,128122480.0,6.9,335029.0,Jack Kirby,"writer,animation_department,miscellaneous",2010-05-07 00:00:00,2010,124.0,Paramount…,"4,390"
robin hood,"action,adventure,drama",50.23,105487148.0,210000000.0,9195670.0,6.449999999999999,121024.0,Brian Helgeland,"writer,director,producer",2010-05-14 00:00:00,2010,140.0,Lionsgate,"2,939"
letters to juliet,"adventure,comedy,drama",176.77,53032453.0,30000000.0,13540486.0,6.75,43921.0,Tim Sullivan,"director,writer,miscellaneous",2010-05-14 00:00:00,2010,105.0,Summit En…,"2,975"
just wright,"comedy,romance,sport",179.5,21540363.0,12000000.0,8284989.0,6.050000000000001,6338.0,Michael Elliot,"writer,producer",2010-05-14 00:00:00,2010,100.0,Fox Searc…,"1,831"
shrek forever after,"adventure,animation,comedy",144.69,238736787.0,165000000.0,70838207.0,6.199999999999999,85687.0,Andrew Adamson,"producer,writer,director",2010-05-16 00:00:00,2010,93.0,Paramount…,"4,386"
macgruber,"action,comedy,romance",85.26,8525600.0,10000000.0,4043495.0,5.4,20026.0,Will Forte,"actor,writer,producer",2010-05-21 00:00:00,2010,90.0,Universal,"2,551"
you will meet a tall dark stranger,"comedy,drama,romance",21.65,3247816.0,15000000.0,160103.0,6.05,21019.0,Woody Allen,"writer,director,actor",2010-05-23 00:00:00,2010,98.0,Sony Pict…,402
sex and the city 2,"comedy,drama,romance",100.37,95347692.0,95000000.0,31001870.0,5.15,35004.0,Candace Bushnell,"writer,producer",2010-05-27 00:00:00,2010,146.0,Warner Bros.,"3,445"
high school,comedy,1.39,139034.0,10000000.0,82832.0,5.8,3564.0,Stephen Susco,"writer,producer,director",2010-06-03 00:00:00,2010,99.0,Anchor Ba…,200
killers,"action,comedy,romance",62.75,47059963.0,75000000.0,15837266.0,5.6,41775.0,Bob DeRosa,"writer,miscellaneous,producer",2010-06-04 00:00:00,2010,100.0,Lionsgate,"2,859"
marmaduke,"comedy,family",67.29,33644788.0,50000000.0,11599661.0,4.65,6825.0,Vince Di Meglio,"visual_effects,writer,editor",2010-06-04 00:00:00,2010,87.0,20th Cent…,"3,213"
get him to the greek,"adventure,comedy,music",152.88,61153526.0,40000000.0,17570955.0,6.15,81316.0,Jason Segel,"actor,soundtrack,writer",2010-06-04 00:00:00,2010,109.0,Universal,"2,702"
the karate kid,"action,drama,family",441.48,176591618.0,40000000.0,55665805.0,6.25,74770.0,Robert Mark Kamen,"writer,producer,miscellaneous",2010-06-10 00:00:00,2010,140.0,Sony Pict…,"3,740"
the a-team,"action,adventure,thriller",70.2,77222099.0,110000000.0,25669455.0,6.55,118979.0,Stephen J. Cannell,"writer,producer,actor",2010-06-11 00:00:00,2010,117.0,20th Cent…,"3,544"
toy story 3,"adventure,animation,comedy",207.5,415004880.0,200000000.0,110307189.0,8.0,345279.0,Andrew Stanton,"writer,actor,producer",2010-06-17 00:00:00,2010,103.0,Walt Disney,"4,028"
jonah hex,"action,drama,fantasy",22.44,10547117.0,47000000.0,5379365.0,4.65,26284.0,Mark Neveldine,"actor,director,writer",2010-06-18 00:00:00,2010,81.0,Warner Bros.,"2,825"
cyrus,"crime,horror,mystery",106.7,7468936.0,7000000.0,181716.0,5.35,572.0,Mark Vadik,"writer,producer,director",2010-06-18 00:00:00,2010,87.0,Fox Searc…,454
the twilight saga: eclipse,"adventure,drama,fantasy",441.96,300531751.0,68000000.0,64832191.0,5.5,108321.0,Melissa Rosenberg,"producer,writer,miscellaneous",2010-06-23 00:00:00,2010,124.0,Summit En…,"4,468"
knight and day,"action,adventure,comedy",65.32,76423035.0,117000000.0,20139985.0,6.15,86167.0,Patrick O'Neill,"writer,producer,actor",2010-06-23 00:00:00,2010,109.0,20th Cent…,"3,104"
grown ups,comedy,216.0,162001186.0,75000000.0,40506564.0,6.05,106774.0,Adam Sandler,"actor,producer,writer",2010-06-24 00:00:00,2010,102.0,Sony Pict…,"3,534"
love ranch,"biography,comedy,drama",0.55,137885.0,25000000.0,44220.0,5.85,1385.0,Mark Jacobson,"writer,producer",2010-06-30 00:00:00,2010,117.0,No Distributor,11
the last airbender,"action,adventure,family",87.85,131772187.0,150000000.0,40325019.0,4.35,69938.0,M. Night Shyamalan,"producer,writer,director",2010-07-01 00:00:00,2010,103.0,Paramount…,"3,203"
the perfect host,"comedy,crime,thriller",4.88,48764.0,1000000.0,7505.0,6.55,11797.0,Nick Tomnay,"director,editor,writer",2010-07-01 00:00:00,2010,93.0,Magnolia …,10
predators,"action,adventure,sci-fi",130.0,52000688.0,40000000.0,24760882.0,6.25,100871.0,Alex Litvak,"writer,actor,editor",2010-07-03 00:00:00,2010,107.0,20th Cent…,"2,669"
i want your money,documentary,108.4,433588.0,400000.0,249428.0,4.65,624.0,Evan Sayet,"actor,writer,producer",2010-07-06 00:00:00,2010,92.0,Freestyle…,537
despicable me,"animation,comedy,family",364.51,251513985.0,69000000.0,56397125.0,7.45,237284.0,Ken Daurio,"writer,director,producer",2010-07-09 00:00:00,2010,95.0,Universal,"3,602"
the kids are all right,"comedy,drama,romance",520.28,20811365.0,4000000.0,491971.0,6.8,60755.0,Stuart Blumberg,"writer,actor,producer",2010-07-09 00:00:00,2010,106.0,Focus Fea…,994
the sorcerer's apprentice,"action,adventure,family",39.47,63150991.0,160000000.0,17619622.0,6.0,73370.0,Carlo Bernard,"writer,producer,miscellaneous",2010-07-13 00:00:00,2010,109.0,Walt Disney,"3,504"
middle of nowhere,drama,118.4,236806.0,200000.0,67909.0,6.15,720.0,Ava DuVernay,"miscellaneous,writer,producer",2010-07-13 00:00:00,2012,97.0,AFFRM,24
inception,"action,adventure,sci-fi",182.86,292576195.0,160000000.0,62785337.0,8.55,931626.0,Christopher Nolan,"writer,producer,director",2010-07-16 00:00:00,2010,148.0,Warner Bros.,"3,792"
standing ovation,musical,9.5,531806.0,5600000.0,343125.0,3.8,335.0,Stewart Raffill,"director,miscellaneous,writer",2010-07-16 00:00:00,2010,105.0,Rocky Mou…,625
salt,"action,mystery,thriller",91.01,118311368.0,130000000.0,36011243.0,6.35,140222.0,Kurt Wimmer,"writer,director,actor",2010-07-23 00:00:00,2010,100.0,Sony Pict…,"3,612"
ramona and beezus,"adventure,comedy,family",174.45,26167002.0,15000000.0,7810481.0,6.449999999999999,8273.0,Beverly Cleary,writer,2010-07-23 00:00:00,2010,103.0,20th Cent…,"2,719"
cats & dogs: the revenge of kitty galore,"action,comedy,family",51.28,43585753.0,85000000.0,12279363.0,4.6,6457.0,Steve Bencich,"writer,actor,assistant_director",2010-07-30 00:00:00,2010,82.0,Warner Bros.,"3,705"
dinner for schmucks,comedy,105.84,73026337.0,69000000.0,23527839.0,5.75,46233.0,Francis Veber,"writer,director,producer",2010-07-30 00:00:00,2010,114.0,Paramount…,"3,046"
the expendables,"action,adventure,thriller",125.69,103068524.0,82000000.0,34825135.0,6.3,156272.0,Sylvester Stallone,"actor,writer,producer",2010-08-03 00:00:00,2010,103.0,Lionsgate,"3,398"
step up 3d,"drama,music,romance",141.33,42400223.0,30000000.0,15812311.0,6.45,27120.0,Duane Adler,"writer,miscellaneous,producer",2010-08-06 00:00:00,2010,107.0,Walt Disney,"2,439"
the other guys,"action,comedy,crime",119.22,119219978.0,100000000.0,35543162.0,6.45,111925.0,Chris Henchy,"producer,writer,actor",2010-08-06 00:00:00,2010,107.0,Sony Pict…,"3,651"
flipped,"drama,thriller",12.54,1755212.0,14000000.0,224233.0,6.7,649.0,Harris Demel,"producer,director,actor",2010-08-06 00:00:00,2015,90.0,Warner Bros.,442
eat pray love,"drama,romance",134.29,80574010.0,60000000.0,23104523.0,5.9,39458.0,Ryan Murphy,"writer,producer,music_department",2010-08-12 00:00:00,2010,133.0,Sony Pict…,"3,108"
scott pilgrim vs. the world,"action,comedy,fantasy",37.19,31611316.0,85000000.0,10609795.0,7.4,171610.0,Michael Bacall,"actor,writer,soundtrack",2010-08-13 00:00:00,2010,112.0,Universal,"2,820"
vampires suck,comedy,183.31,36661504.0,20000000.0,12202831.0,3.75,22321.0,Jason Friedberg,"writer,director,producer",2010-08-18 00:00:00,2010,82.0,20th Cent…,"3,233"
nanny mcphee and the big bang,"comedy,family,fantasy",83.42,29197642.0,35000000.0,8407685.0,6.1,13000.0,Emma Thompson,"actress,writer,soundtrack",2010-08-20 00:00:00,2010,109.0,Universal,"2,798"
piranha 3d,"comedy,horror",104.18,25003155.0,24000000.0,10106872.0,5.35,41178.0,Josh Stolberg,"miscellaneous,writer,assistant_director",2010-08-20 00:00:00,2010,88.0,Weinstein…,"2,491"
the switch,"comedy,drama,romance",146.1,27758465.0,19000000.0,8436713.0,6.1,45834.0,Jeffrey Eugenides,"writer,actor",2010-08-20 00:00:00,2010,101.0,Miramax,"2,017"
lottery ticket,comedy,145.41,24719879.0,17000000.0,10652297.0,5.35,5067.0,Erik White,"director,writer",2010-08-20 00:00:00,2010,99.0,Warner Bros.,"1,973"
takers,"action,crime,thriller",180.45,57744720.0,32000000.0,20512304.0,6.2,26991.0,Peter Allen,"writer,director,producer",2010-08-26 00:00:00,2010,107.0,Sony Pict…,"2,206"
the last exorcism,"drama,horror,thriller",2279.69,41034350.0,1800000.0,20366613.0,5.6,23167.0,Andrew Gurland,"producer,writer,director",2010-08-27 00:00:00,2010,87.0,Lionsgate,"2,874"
the american,"crime,drama,thriller",178.03,35606376.0,20000000.0,13177790.0,6.05,43776.0,Martin Booth,"writer,miscellaneous",2010-09-01 00:00:00,2010,105.0,Focus Fea…,"2,833"
machete,"action,crime,thriller",212.75,26593646.0,12500000.0,11416164.0,6.449999999999999,92091.0,Robert Rodriguez,"producer,writer,director",2010-09-03 00:00:00,2010,105.0,20th Cent…,"2,678"
going the distance,"comedy,romance",55.64,17804299.0,32000000.0,6884964.0,6.15,27407.0,Geoff LaTulippe,writer,2010-09-03 00:00:00,2010,102.0,Warner Bros.,"3,030"
sparkle,"drama,music",243.97,24397469.0,10000000.0,11643342.0,6.35,2825.0,Joel Schumacher,"director,writer,producer",2010-09-07 00:00:00,2012,116.0,Sony Pict…,"2,244"
the virginity hit,comedy,31.84,636706.0,2000000.0,301885.0,4.6,1865.0,Andrew Gurland,"producer,writer,director",2010-09-10 00:00:00,2010,86.0,Sony Pict…,700
logan,"comedy,drama,family",178.17,226277068.0,127000000.0,88411916.0,6.15,128.0,Kyle Lawrence,"camera_department,producer,miscellaneous",2010-09-10 00:00:00,2010,94.0,20th Cent…,"4,071"
resident evil: afterlife,"action,adventure,horror",104.57,60128566.0,57500000.0,26650264.0,5.9,77694.0,Paul W.S. Anderson,"writer,producer,director",2010-09-10 00:00:00,2010,96.0,Sony Pict…,"3,209"
circle,"horror,thriller",0.5,10024.0,2000000.0,3326.0,3.5999999999999996,308.0,Brad Tiemann,"producer,director,writer",2010-09-11 00:00:00,2010,88.0,Indican P…,2
easy a,"comedy,drama,romance",730.02,58401464.0,8000000.0,17734040.0,6.949999999999999,167146.0,Bert V. Royal,"writer,producer,casting_department",2010-09-17 00:00:00,2010,92.0,Sony Pict…,"2,974"
the town,"crime,drama,thriller",249.15,92186262.0,37000000.0,23808032.0,7.35,162455.0,Ben Affleck,"producer,actor,writer",2010-09-17 00:00:00,2010,125.0,Warner Bros.,"2,935"
devil,"horror,mystery,thriller",336.8,33679655.0,10000000.0,12289375.0,6.050000000000001,61798.0,Brian Nelson,"producer,writer",2010-09-17 00:00:00,2010,80.0,Universal,"2,811"
buried,thriller,52.53,1044143.0,1987650.0,100268.0,6.3,746.0,Emilie Peters,"actress,miscellaneous,director",2010-09-24 00:00:00,2011,95.0,Lionsgate,107
legend of the guardians: the owls of ga'hoole,"action,adventure,animation",55.68,55675313.0,100000000.0,16112211.0,6.8,37506.0,Kathryn Lasky,"writer,producer",2010-09-24 00:00:00,2010,97.0,Warner Bros.,"3,575"
you again,"comedy,family,romance",128.51,25702053.0,20000000.0,8407513.0,6.0,23712.0,Moe Jelline,"writer,miscellaneous,producer",2010-09-24 00:00:00,2010,105.0,Walt Disney,"2,548"
the social network,"biography,drama",242.41,96962694.0,40000000.0,22445653.0,7.45,287347.0,Ben Mezrich,"writer,producer",2010-10-01 00:00:00,2010,120.0,Sony Pict…,"2,921"
let me in,"drama,fantasy,horror",60.67,12134935.0,20000000.0,5147479.0,6.9,54036.0,John Ajvide Lindqvist,writer,2010-10-01 00:00:00,2010,116.0,Overture …,"2,042"
stake land,"drama,horror,sci-fi",0.83,33245.0,4000000.0,7258.0,6.35,19582.0,Nick Damici,"actor,writer,producer",2010-10-01 00:00:00,2010,98.0,IFC Films,5
freakonomics,documentary,3.49,101270.0,2900000.0,31893.0,6.5,3261.0,Peter Bull,"producer,writer,director",2010-10-01 00:00:00,2010,93.0,Magnolia …,20
life as we know it,"comedy,drama,romance",140.46,53374681.0,38000000.0,14506464.0,6.699999999999999,57412.0,Ian Deitchman,"producer,miscellaneous,writer",2010-10-02 00:00:00,2010,114.0,Warner Bros.,"3,150"
i spit on your grave,"horror,thriller",5.32,93051.0,1750000.0,32440.0,6.3,34784.0,Meir Zarchi,"producer,writer,director",2010-10-08 00:00:00,2010,108.0,Anchor Ba…,12
it's kind of a funny story,"comedy,drama,romance",79.55,6363628.0,8000000.0,2013406.0,7.05,63453.0,Ryan Fleck,"director,writer,cinematographer",2010-10-08 00:00:00,2010,101.0,Focus Fea…,757
my soul to take,"horror,mystery,thriller",58.98,14744435.0,25000000.0,6842220.0,5.1,9314.0,Wes Craven,"writer,producer,director",2010-10-08 00:00:00,2010,107.0,Universal,"2,572"
inside job,"crime,documentary",215.59,4311834.0,2000000.0,39649.0,8.05,32885.0,Chad Beck,"editor,writer,editorial_department",2010-10-08 00:00:00,2010,109.0,Sony Pict…,250
secretariat,"biography,drama,family",170.57,59699513.0,35000000.0,12694770.0,7.1,12368.0,William Nack,"writer,actor,miscellaneous",2010-10-08 00:00:00,2010,123.0,Walt Disney,"3,108"
meek's cutoff,"drama,western",48.89,977772.0,2000000.0,20042.0,6.55,5276.0,Jonathan Raymond,"writer,producer,miscellaneous",2010-10-08 00:00:00,2010,104.0,Oscillosc…,45
red,"action,comedy,crime",150.63,90380162.0,60000000.0,21761408.0,6.85,137866.0,Erich Hoeber,"writer,producer,actor",2010-10-14 00:00:00,2010,111.0,Summit En…,"3,349"
red,thriller,150.63,90380162.0,60000000.0,21761408.0,6.199999999999999,2085.0,Danielle Colman,"director,writer,assistant_director",2010-10-14 00:00:00,2014,91.62130403630285,Summit En…,"3,349"
jackass 3d,"action,comedy,documentary",586.15,117229692.0,20000000.0,50353641.0,6.65,26972.0,Spike Jonze,"producer,director,writer",2010-10-15 00:00:00,2010,95.0,Paramount…,"3,139"
conviction,"biography,crime,drama",54.38,6797696.0,12500000.0,102351.0,7.2,20034.0,Pamela Gray,writer,2010-10-15 00:00:00,2010,107.0,Fox Searc…,672
n-secure,"crime,drama,thriller",162.23,2595644.0,1600000.0,1166406.0,4.2,296.0,Julius Lewis,"writer,producer",2010-10-15 00:00:00,2010,105.0,Freestyle…,486
paranormal activity 2,horror,2825.1,84752907.0,3000000.0,40678424.0,5.7,47232.0,Christopher Landon,"writer,producer,director",2010-10-21 00:00:00,2010,91.0,Paramount…,"3,239"
hereafter,"drama,fantasy,romance",65.49,32746941.0,50000000.0,220322.0,6.2,44068.0,Peter Morgan,"writer,producer,actor",2010-10-22 00:00:00,2010,129.0,Warner Bros.,"2,424"
the awakening,"horror,thriller",1.96,95933.0,4900000.0,95933.0,3.2,72.0,Vince Rotonda,"producer,miscellaneous,production_manager",2010-10-29 00:00:00,2010,83.0,Cohen Med…,70
megamind,"action,animation,comedy",114.17,148415853.0,130000000.0,46016833.0,7.05,105561.0,Alan Schoolcraft,"writer,miscellaneous",2010-11-04 00:00:00,2010,95.0,Paramount…,"3,949"
due date,"adventure,comedy",154.68,100539043.0,65000000.0,32689406.0,6.4,153248.0,Alan R. Cohen,"producer,writer,miscellaneous",2010-11-04 00:00:00,2010,95.0,Warner Bros.,"3,365"
127 hours,"adventure,biography,drama",101.86,18335230.0,18000000.0,264851.0,7.3,164209.0,Danny Boyle,"director,producer,writer",2010-11-05 00:00:00,2010,94.0,Fox Searc…,916
four lions,"comedy,crime,drama",8.27,310007.0,3750000.0,41512.0,7.15,33415.0,Christopher Morris,"actor,writer,composer",2010-11-05 00:00:00,2010,97.0,Drafthous…,18
for colored girls,drama,179.67,37729698.0,21000000.0,19497324.0,6.449999999999999,3380.0,Ntozake Shange,"writer,actress,miscellaneous",2010-11-05 00:00:00,2010,133.0,Lionsgate,"2,127"
don't be afraid of the dark,"fantasy,horror,thriller",96.19,24046682.0,25000000.0,8525728.0,5.55,22520.0,Nigel McKeand,"producer,actor,writer",2010-11-06 00:00:00,2010,99.0,FilmDistrict,"2,780"
morning glory,"comedy,drama,romance",77.53,31011732.0,40000000.0,9203266.0,6.4,34042.0,Aline Brosh McKenna,"writer,producer,soundtrack",2010-11-10 00:00:00,2010,107.0,Paramount…,"2,544"
unstoppable,"action,thriller",85.86,81562942.0,95000000.0,22688457.0,6.6,87466.0,Mark Bomback,"producer,writer",2010-11-12 00:00:00,2010,98.0,20th Cent…,"3,261"
